INFO:root:Reloaded SentencePiece model from tokenizer.model
INFO:root:#words: 32000 - BOS ID: 1 - EOS ID: 2
INFO:root:Reloaded SentencePiece model from tokenizer.model
INFO:root:#words: 32000 - BOS ID: 1 - EOS ID: 2
INFO:root:Reloaded SentencePiece model from tokenizer.model
INFO:root:#words: 32000 - BOS ID: 1 - EOS ID: 2
INFO:root:Reloaded SentencePiece model from tokenizer.model
INFO:root:#words: 32000 - BOS ID: 1 - EOS ID: 2
DEBUG:root:Layer: embedding.weight, Weight before backpropMean: 4.4523872929858044e-05, Weight Std: 1.0000399351119995, Weight Norm: 4957.61669921875
DEBUG:root:Layer: layers.12.ffn.linear1.weight, Gradient Mean: 5.171172057184467e-14, Gradient Std: 9.264003165299073e-05, Gradient Norm: 0.14229506254196167
DEBUG:root:Layer: layers.12.ffn.linear1.weight, Gradient Mean: 5.171172057184467e-14, Gradient Std: 9.264003165299073e-05, Gradient Norm: 0.14229506254196167
DEBUG:root:Layer: layers.12.ffn.linear1.bias, Gradient Mean: -1.4880980415910017e-05, Gradient Std: 6.634984310949221e-05, Gradient Norm: 0.0037682547699660063
DEBUG:root:Layer: layers.12.ffn.linear1.bias, Gradient Mean: -1.4880980415910017e-05, Gradient Std: 6.634984310949221e-05, Gradient Norm: 0.0037682547699660063
DEBUG:root:Layer: layers.12.ffn.linear2.weight, Gradient Mean: 3.4942630122714036e-08, Gradient Std: 7.885810191510245e-05, Gradient Norm: 0.12112603336572647
DEBUG:root:Layer: layers.12.ffn.linear2.weight, Gradient Mean: 3.4942630122714036e-08, Gradient Std: 7.885810191510245e-05, Gradient Norm: 0.12112603336572647
DEBUG:root:Layer: layers.12.ffn.linear2.bias, Gradient Mean: 6.328567444396915e-12, Gradient Std: 6.988250970607623e-05, Gradient Norm: 0.0019353796960785985
DEBUG:root:Layer: layers.12.ffn.linear2.bias, Gradient Mean: 6.328567444396915e-12, Gradient Std: 6.988250970607623e-05, Gradient Norm: 0.0019353796960785985
DEBUG:root:Layer: layers.12.norm1.weight, Gradient Mean: 9.53689232119359e-06, Gradient Std: 6.664712418569252e-05, Gradient Norm: 0.0018646022072061896
DEBUG:root:Layer: layers.12.norm1.weight, Gradient Mean: 9.53689232119359e-06, Gradient Std: 6.664712418569252e-05, Gradient Norm: 0.0018646022072061896
DEBUG:root:Layer: layers.12.norm1.bias, Gradient Mean: -1.3651846302309423e-06, Gradient Std: 8.030718890950084e-05, Gradient Norm: 0.00222441041842103
DEBUG:root:Layer: layers.12.norm1.bias, Gradient Mean: -1.3651846302309423e-06, Gradient Std: 8.030718890950084e-05, Gradient Norm: 0.00222441041842103
DEBUG:root:Layer: layers.12.norm2.weight, Gradient Mean: -6.355509685818106e-05, Gradient Std: 0.00012445442553143948, Gradient Norm: 0.003870676038786769
DEBUG:root:Layer: layers.12.norm2.weight, Gradient Mean: -6.355509685818106e-05, Gradient Std: 0.00012445442553143948, Gradient Norm: 0.003870676038786769
DEBUG:root:Layer: layers.12.norm2.bias, Gradient Mean: 1.1239217201364227e-06, Gradient Std: 8.855495980242267e-05, Gradient Norm: 0.0024527066852897406
DEBUG:root:Layer: layers.12.norm2.bias, Gradient Mean: 1.1239217201364227e-06, Gradient Std: 8.855495980242267e-05, Gradient Norm: 0.0024527066852897406
DEBUG:root:Layer: layers.13.attention.query.weight, Gradient Mean: 2.812565066303142e-15, Gradient Std: 5.202068223297829e-06, Gradient Norm: 0.003995184786617756
DEBUG:root:Layer: layers.13.attention.query.weight, Gradient Mean: 2.812565066303142e-15, Gradient Std: 5.202068223297829e-06, Gradient Norm: 0.003995184786617756
DEBUG:root:Layer: layers.13.attention.query.bias, Gradient Mean: 1.0853334941884896e-07, Gradient Std: 3.658220293800696e-06, Gradient Norm: 0.00010135818592971191
DEBUG:root:Layer: layers.13.attention.query.bias, Gradient Mean: 1.0853334941884896e-07, Gradient Std: 3.658220293800696e-06, Gradient Norm: 0.00010135818592971191
DEBUG:root:Layer: layers.13.attention.key.weight, Gradient Mean: 3.6514002169356786e-15, Gradient Std: 5.300271368469112e-06, Gradient Norm: 0.004070605151355267
DEBUG:root:Layer: layers.13.attention.key.weight, Gradient Mean: 3.6514002169356786e-15, Gradient Std: 5.300271368469112e-06, Gradient Norm: 0.004070605151355267
DEBUG:root:Layer: layers.13.attention.key.bias, Gradient Mean: -1.3914795693719534e-13, Gradient Std: 5.260559782921392e-12, Gradient Norm: 1.4574100259956424e-10
DEBUG:root:Layer: layers.13.attention.key.bias, Gradient Mean: -1.3914795693719534e-13, Gradient Std: 5.260559782921392e-12, Gradient Norm: 1.4574100259956424e-10
DEBUG:root:Layer: layers.13.attention.value.weight, Gradient Mean: 1.1052887188942213e-14, Gradient Std: 5.493442586157471e-05, Gradient Norm: 0.04218960180878639
DEBUG:root:Layer: layers.13.attention.value.weight, Gradient Mean: 1.1052887188942213e-14, Gradient Std: 5.493442586157471e-05, Gradient Norm: 0.04218960180878639
DEBUG:root:Layer: layers.13.attention.value.bias, Gradient Mean: -4.740630174637772e-06, Gradient Std: 6.661046063527465e-05, Gradient Norm: 0.00184943329077214
DEBUG:root:Layer: layers.13.attention.value.bias, Gradient Mean: -4.740630174637772e-06, Gradient Std: 6.661046063527465e-05, Gradient Norm: 0.00184943329077214
DEBUG:root:Layer: layers.13.attention.out.weight, Gradient Mean: 1.529165349900552e-09, Gradient Std: 5.623506149277091e-05, Gradient Norm: 0.043188489973545074
DEBUG:root:Layer: layers.13.attention.out.weight, Gradient Mean: 1.529165349900552e-09, Gradient Std: 5.623506149277091e-05, Gradient Norm: 0.043188489973545074
DEBUG:root:Layer: layers.13.attention.out.bias, Gradient Mean: 7.351749417572329e-12, Gradient Std: 6.665418186457828e-05, Gradient Norm: 0.0018459720304235816
DEBUG:root:Layer: layers.13.attention.out.bias, Gradient Mean: 7.351749417572329e-12, Gradient Std: 6.665418186457828e-05, Gradient Norm: 0.0018459720304235816
DEBUG:root:Layer: layers.13.ffn.linear1.weight, Gradient Mean: 7.42122427963357e-14, Gradient Std: 9.062207391252741e-05, Gradient Norm: 0.13919547200202942
DEBUG:root:Layer: layers.13.ffn.linear1.weight, Gradient Mean: 7.42122427963357e-14, Gradient Std: 9.062207391252741e-05, Gradient Norm: 0.13919547200202942
DEBUG:root:Layer: layers.13.ffn.linear1.bias, Gradient Mean: -1.5601926861563697e-05, Gradient Std: 6.46321423118934e-05, Gradient Norm: 0.0036846057046204805
DEBUG:root:Layer: layers.13.ffn.linear1.bias, Gradient Mean: -1.5601926861563697e-05, Gradient Std: 6.46321423118934e-05, Gradient Norm: 0.0036846057046204805
DEBUG:root:Layer: layers.13.ffn.linear2.weight, Gradient Mean: -7.3939139255685404e-09, Gradient Std: 7.748718780931085e-05, Gradient Norm: 0.11902029067277908
DEBUG:root:Layer: layers.13.ffn.linear2.weight, Gradient Mean: -7.3939139255685404e-09, Gradient Std: 7.748718780931085e-05, Gradient Norm: 0.11902029067277908
DEBUG:root:Layer: layers.13.ffn.linear2.bias, Gradient Mean: 6.972793002713029e-12, Gradient Std: 6.019974171067588e-05, Gradient Norm: 0.0016672177007421851
DEBUG:root:Layer: layers.13.ffn.linear2.bias, Gradient Mean: 6.972793002713029e-12, Gradient Std: 6.019974171067588e-05, Gradient Norm: 0.0016672177007421851
DEBUG:root:Layer: layers.13.norm1.weight, Gradient Mean: 5.486534064402804e-06, Gradient Std: 5.694235733244568e-05, Gradient Norm: 0.0015843181172385812
DEBUG:root:Layer: layers.13.norm1.weight, Gradient Mean: 5.486534064402804e-06, Gradient Std: 5.694235733244568e-05, Gradient Norm: 0.0015843181172385812
DEBUG:root:Layer: layers.13.norm1.bias, Gradient Mean: -6.923501132405363e-06, Gradient Std: 6.631261931033805e-05, Gradient Norm: 0.001846507890149951
DEBUG:root:Layer: layers.13.norm1.bias, Gradient Mean: -6.923501132405363e-06, Gradient Std: 6.631261931033805e-05, Gradient Norm: 0.001846507890149951
DEBUG:root:Layer: layers.13.norm2.weight, Gradient Mean: -6.636946636717767e-05, Gradient Std: 0.00011317167081870139, Gradient Norm: 0.0036340844817459583
DEBUG:root:Layer: layers.13.norm2.weight, Gradient Mean: -6.636946636717767e-05, Gradient Std: 0.00011317167081870139, Gradient Norm: 0.0036340844817459583
DEBUG:root:Layer: layers.13.norm2.bias, Gradient Mean: -7.266517059179023e-06, Gradient Std: 8.656204590806738e-05, Gradient Norm: 0.002405758248642087
DEBUG:root:Layer: layers.13.norm2.bias, Gradient Mean: -7.266517059179023e-06, Gradient Std: 8.656204590806738e-05, Gradient Norm: 0.002405758248642087
DEBUG:root:Layer: layers.14.attention.query.weight, Gradient Mean: -1.0608797555575677e-15, Gradient Std: 4.50520747108385e-06, Gradient Norm: 0.0034599967766553164
DEBUG:root:Layer: layers.14.attention.query.weight, Gradient Mean: -1.0608797555575677e-15, Gradient Std: 4.50520747108385e-06, Gradient Norm: 0.0034599967766553164
DEBUG:root:Layer: layers.14.attention.query.bias, Gradient Mean: 2.9793852718285052e-08, Gradient Std: 3.0513435831380775e-06, Gradient Norm: 8.451027679257095e-05
DEBUG:root:Layer: layers.14.attention.query.bias, Gradient Mean: 2.9793852718285052e-08, Gradient Std: 3.0513435831380775e-06, Gradient Norm: 8.451027679257095e-05
DEBUG:root:Layer: layers.14.attention.key.weight, Gradient Mean: -3.4540271406653233e-15, Gradient Std: 4.546498530544341e-06, Gradient Norm: 0.003491707844659686
DEBUG:root:Layer: layers.14.attention.key.weight, Gradient Mean: -3.4540271406653233e-15, Gradient Std: 4.546498530544341e-06, Gradient Norm: 0.003491707844659686
DEBUG:root:Layer: layers.14.attention.key.bias, Gradient Mean: -8.711550225767514e-14, Gradient Std: 8.567225054378902e-12, Gradient Norm: 2.3727955711372317e-10
DEBUG:root:Layer: layers.14.attention.key.bias, Gradient Mean: -8.711550225767514e-14, Gradient Std: 8.567225054378902e-12, Gradient Norm: 2.3727955711372317e-10
DEBUG:root:Layer: layers.14.attention.value.weight, Gradient Mean: -7.894919662682423e-15, Gradient Std: 4.667504981625825e-05, Gradient Norm: 0.03584640845656395
DEBUG:root:Layer: layers.14.attention.value.weight, Gradient Mean: -7.894919662682423e-15, Gradient Std: 4.667504981625825e-05, Gradient Norm: 0.03584640845656395
DEBUG:root:Layer: layers.14.attention.value.bias, Gradient Mean: -7.23859727713716e-07, Gradient Std: 5.60316038900055e-05, Gradient Norm: 0.001551911816932261
DEBUG:root:Layer: layers.14.attention.value.bias, Gradient Mean: -7.23859727713716e-07, Gradient Std: 5.60316038900055e-05, Gradient Norm: 0.001551911816932261
DEBUG:root:Layer: layers.14.attention.out.weight, Gradient Mean: 1.281779660189386e-08, Gradient Std: 4.9132879212265834e-05, Gradient Norm: 0.0377340205013752
DEBUG:root:Layer: layers.14.attention.out.weight, Gradient Mean: 1.281779660189386e-08, Gradient Std: 4.9132879212265834e-05, Gradient Norm: 0.0377340205013752
DEBUG:root:Layer: layers.14.attention.out.bias, Gradient Mean: 5.040116761445557e-12, Gradient Std: 5.812201925436966e-05, Gradient Norm: 0.0016096757026389241
DEBUG:root:Layer: layers.14.attention.out.bias, Gradient Mean: 5.040116761445557e-12, Gradient Std: 5.812201925436966e-05, Gradient Norm: 0.0016096757026389241
DEBUG:root:Layer: layers.14.ffn.linear1.weight, Gradient Mean: 8.13176701539367e-14, Gradient Std: 8.8828346633818e-05, Gradient Norm: 0.13644030690193176
DEBUG:root:Layer: layers.14.ffn.linear1.weight, Gradient Mean: 8.13176701539367e-14, Gradient Std: 8.8828346633818e-05, Gradient Norm: 0.13644030690193176
DEBUG:root:Layer: layers.14.ffn.linear1.bias, Gradient Mean: -1.6565874830121174e-05, Gradient Std: 6.447664782172069e-05, Gradient Norm: 0.003689162665978074
DEBUG:root:Layer: layers.14.ffn.linear1.bias, Gradient Mean: -1.6565874830121174e-05, Gradient Std: 6.447664782172069e-05, Gradient Norm: 0.003689162665978074
DEBUG:root:Layer: layers.14.ffn.linear2.weight, Gradient Mean: 2.1128762739408558e-08, Gradient Std: 7.26341168046929e-05, Gradient Norm: 0.11156599223613739
DEBUG:root:Layer: layers.14.ffn.linear2.weight, Gradient Mean: 2.1128762739408558e-08, Gradient Std: 7.26341168046929e-05, Gradient Norm: 0.11156599223613739
DEBUG:root:Layer: layers.14.ffn.linear2.bias, Gradient Mean: 5.191699067180755e-12, Gradient Std: 5.014710040995851e-05, Gradient Norm: 0.001388812204822898
DEBUG:root:Layer: layers.14.ffn.linear2.bias, Gradient Mean: 5.191699067180755e-12, Gradient Std: 5.014710040995851e-05, Gradient Norm: 0.001388812204822898
DEBUG:root:Layer: layers.14.norm1.weight, Gradient Mean: 5.150492370376014e-07, Gradient Std: 4.6886721975170076e-05, Gradient Norm: 0.0012985951034352183
DEBUG:root:Layer: layers.14.norm1.weight, Gradient Mean: 5.150492370376014e-07, Gradient Std: 4.6886721975170076e-05, Gradient Norm: 0.0012985951034352183
DEBUG:root:Layer: layers.14.norm1.bias, Gradient Mean: 3.006448878295487e-06, Gradient Std: 5.506372690433636e-05, Gradient Norm: 0.0015272513264790177
DEBUG:root:Layer: layers.14.norm1.bias, Gradient Mean: 3.006448878295487e-06, Gradient Std: 5.506372690433636e-05, Gradient Norm: 0.0015272513264790177
DEBUG:root:Layer: layers.14.norm2.weight, Gradient Mean: -7.251615170389414e-05, Gradient Std: 0.00012010373757220805, Gradient Norm: 0.003886193735525012
DEBUG:root:Layer: layers.14.norm2.weight, Gradient Mean: -7.251615170389414e-05, Gradient Std: 0.00012010373757220805, Gradient Norm: 0.003886193735525012
DEBUG:root:Layer: layers.14.norm2.bias, Gradient Mean: -3.9693122744210996e-06, Gradient Std: 8.894485654309392e-05, Gradient Norm: 0.002465761499479413
DEBUG:root:Layer: layers.14.norm2.bias, Gradient Mean: -3.9693122744210996e-06, Gradient Std: 8.894485654309392e-05, Gradient Norm: 0.002465761499479413
DEBUG:root:Layer: layers.15.attention.query.weight, Gradient Mean: -7.894919345045068e-16, Gradient Std: 4.160171556577552e-06, Gradient Norm: 0.00319500919431448
DEBUG:root:Layer: layers.15.attention.query.weight, Gradient Mean: -7.894919345045068e-16, Gradient Std: 4.160171556577552e-06, Gradient Norm: 0.00319500919431448
DEBUG:root:Layer: layers.15.attention.query.bias, Gradient Mean: 2.832748258185802e-08, Gradient Std: 3.0086121114436537e-06, Gradient Norm: 8.332650759257376e-05
DEBUG:root:Layer: layers.15.attention.query.bias, Gradient Mean: 2.832748258185802e-08, Gradient Std: 3.0086121114436537e-06, Gradient Norm: 8.332650759257376e-05
DEBUG:root:Layer: layers.15.attention.key.weight, Gradient Mean: 3.9968028886505635e-15, Gradient Std: 4.094003998034168e-06, Gradient Norm: 0.003144192276522517
DEBUG:root:Layer: layers.15.attention.key.weight, Gradient Mean: 3.9968028886505635e-15, Gradient Std: 4.094003998034168e-06, Gradient Norm: 0.003144192276522517
DEBUG:root:Layer: layers.15.attention.key.bias, Gradient Mean: 2.8580843204270567e-13, Gradient Std: 5.48288194360258e-12, Gradient Norm: 1.5205355030634138e-10
DEBUG:root:Layer: layers.15.attention.key.bias, Gradient Mean: 2.8580843204270567e-13, Gradient Std: 5.48288194360258e-12, Gradient Norm: 1.5205355030634138e-10
DEBUG:root:Layer: layers.15.attention.value.weight, Gradient Mean: 1.0263394883860792e-14, Gradient Std: 4.089108915650286e-05, Gradient Norm: 0.03140432760119438
DEBUG:root:Layer: layers.15.attention.value.weight, Gradient Mean: 1.0263394883860792e-14, Gradient Std: 4.089108915650286e-05, Gradient Norm: 0.03140432760119438
DEBUG:root:Layer: layers.15.attention.value.bias, Gradient Mean: -5.713279733754462e-07, Gradient Std: 4.8896119551500306e-05, Gradient Norm: 0.0013542590895667672
DEBUG:root:Layer: layers.15.attention.value.bias, Gradient Mean: -5.713279733754462e-07, Gradient Std: 4.8896119551500306e-05, Gradient Norm: 0.0013542590895667672
DEBUG:root:Layer: layers.15.attention.out.weight, Gradient Mean: 9.029908376589901e-09, Gradient Std: 4.0881772292777896e-05, Gradient Norm: 0.031397175043821335
DEBUG:root:Layer: layers.15.attention.out.weight, Gradient Mean: 9.029908376589901e-09, Gradient Std: 4.0881772292777896e-05, Gradient Norm: 0.031397175043821335
DEBUG:root:Layer: layers.15.attention.out.bias, Gradient Mean: 6.271724025536107e-12, Gradient Std: 4.856107261730358e-05, Gradient Norm: 0.0013448874233290553
DEBUG:root:Layer: layers.15.attention.out.bias, Gradient Mean: 6.271724025536107e-12, Gradient Std: 4.856107261730358e-05, Gradient Norm: 0.0013448874233290553
DEBUG:root:Layer: layers.15.ffn.linear1.weight, Gradient Mean: 7.993605777301127e-14, Gradient Std: 8.366395195480436e-05, Gradient Norm: 0.1285078078508377
DEBUG:root:Layer: layers.15.ffn.linear1.weight, Gradient Mean: 7.993605777301127e-14, Gradient Std: 8.366395195480436e-05, Gradient Norm: 0.1285078078508377
DEBUG:root:Layer: layers.15.ffn.linear1.bias, Gradient Mean: -1.4170366739563178e-05, Gradient Std: 6.0073922213632613e-05, Gradient Norm: 0.00342048448510468
DEBUG:root:Layer: layers.15.ffn.linear1.bias, Gradient Mean: -1.4170366739563178e-05, Gradient Std: 6.0073922213632613e-05, Gradient Norm: 0.00342048448510468
DEBUG:root:Layer: layers.15.ffn.linear2.weight, Gradient Mean: -1.5920983642558895e-08, Gradient Std: 7.047303370200098e-05, Gradient Norm: 0.10824655741453171
DEBUG:root:Layer: layers.15.ffn.linear2.weight, Gradient Mean: -1.5920983642558895e-08, Gradient Std: 7.047303370200098e-05, Gradient Norm: 0.10824655741453171
DEBUG:root:Layer: layers.15.ffn.linear2.bias, Gradient Mean: 5.760133255788835e-12, Gradient Std: 4.2058672988787293e-05, Gradient Norm: 0.0011648050276562572
DEBUG:root:Layer: layers.15.ffn.linear2.bias, Gradient Mean: 5.760133255788835e-12, Gradient Std: 4.2058672988787293e-05, Gradient Norm: 0.0011648050276562572
DEBUG:root:Layer: layers.15.norm1.weight, Gradient Mean: 3.7504973988689017e-06, Gradient Std: 3.869268766720779e-05, Gradient Norm: 0.001076613669283688
DEBUG:root:Layer: layers.15.norm1.weight, Gradient Mean: 3.7504973988689017e-06, Gradient Std: 3.869268766720779e-05, Gradient Norm: 0.001076613669283688
DEBUG:root:Layer: layers.15.norm1.bias, Gradient Mean: -6.868025934636535e-07, Gradient Std: 4.749893196276389e-05, Gradient Norm: 0.0013156093191355467
DEBUG:root:Layer: layers.15.norm1.bias, Gradient Mean: -6.868025934636535e-07, Gradient Std: 4.749893196276389e-05, Gradient Norm: 0.0013156093191355467
DEBUG:root:Layer: layers.15.norm2.weight, Gradient Mean: -6.0893271438544616e-05, Gradient Std: 0.00010891804413404316, Gradient Norm: 0.0034564093220978975
DEBUG:root:Layer: layers.15.norm2.weight, Gradient Mean: -6.0893271438544616e-05, Gradient Std: 0.00010891804413404316, Gradient Norm: 0.0034564093220978975
DEBUG:root:Layer: layers.15.norm2.bias, Gradient Mean: 5.07446998199157e-07, Gradient Std: 8.059550600592047e-05, Gradient Norm: 0.0022321180440485477
DEBUG:root:Layer: layers.15.norm2.bias, Gradient Mean: 5.07446998199157e-07, Gradient Std: 8.059550600592047e-05, Gradient Norm: 0.0022321180440485477
DEBUG:root:Layer: layers.16.attention.query.weight, Gradient Mean: -1.2582527259488046e-15, Gradient Std: 4.186916612525238e-06, Gradient Norm: 0.0032155492808669806
DEBUG:root:Layer: layers.16.attention.query.weight, Gradient Mean: -1.2582527259488046e-15, Gradient Std: 4.186916612525238e-06, Gradient Norm: 0.0032155492808669806
DEBUG:root:Layer: layers.16.attention.query.bias, Gradient Mean: 8.070594503806205e-08, Gradient Std: 3.048151938855881e-06, Gradient Norm: 8.444747800240293e-05
DEBUG:root:Layer: layers.16.attention.query.bias, Gradient Mean: 8.070594503806205e-08, Gradient Std: 3.048151938855881e-06, Gradient Norm: 8.444747800240293e-05
DEBUG:root:Layer: layers.16.attention.key.weight, Gradient Mean: -2.4794981589155952e-15, Gradient Std: 4.189087121631019e-06, Gradient Norm: 0.0032172163482755423
DEBUG:root:Layer: layers.16.attention.key.weight, Gradient Mean: -2.4794981589155952e-15, Gradient Std: 4.189087121631019e-06, Gradient Norm: 0.0032172163482755423
DEBUG:root:Layer: layers.16.attention.key.bias, Gradient Mean: -4.856485764752339e-13, Gradient Std: 7.275830112007942e-12, Gradient Norm: 2.0195135841394318e-10
